epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5
0,7.040471758161273,7.056073588709677,0.2546689303904924,0.3395585738539898,7.056073588709677,0.2546689303904924,0.3395585738539898
